40|Twarogi, Serki kanapkowe|Tartare Śmietankowa Łąka|4,99|150g|https://e-szop24.pl/photos/011361_tartare_smi_lak_bb1.png
40|Białe|Asprod Chleb zwykły krojony|2,59|1 szt|https://e-szop24.pl/photos/018939_asprod_chl_zwy_kro.png
40|Kostki rosołowe|Vegeta przyprawa warzywna do potraw|4,85|200 g|https://e-szop24.pl/photos/012856_vegeta_prz_war_do_pot_bb1.png
40|Dezodoranty|Fa Men Sport Double Power Power Boost Dezodorant w kulce|11,10|50 ml|https://e-szop24.pl/photos/028926_fa_rol_on_spo_pow_50m_bb1.png
40|Pielęgnacja ciała|Bielenda Golden Oils Ultra ujędrniające masło do ciała|22,69|200 ml|https://e-szop24.pl/photos/027866_biegolden_oil_mas_dc2_bb1.png
40|Obiadki|HiPP Makaron z rybą morską i brokułami po 7. miesiącu|7,80|220 g|https://e-szop24.pl/photos/022454_hipp_mak_z_ryb_mor_i_bro_po_7_bb1.png
40|Przetwory rybne|Graal Szprot w sosie pomidorowym|3,99|170 g|https://e-szop24.pl/photos/017933_graal_szp_w_sos_pom_bb1.png
40|Czekolady|Wedel Karmellove! Czekolada karmelowa z solonymi orzeszkami|3,89|90 g|https://e-szop24.pl/photos/019811_wedczekkarmz_sol_bb1.png
40|Dla psa|Higio Żwirek dla kota silikonowy|24,99|3,8 l|https://e-szop24.pl/photos/020136_higio_zwi_dla_kot_sil_bb1.png
40|Deserki|Hipp Truskawki i maliny z jogurtem|14,50|2x160 g|https://e-szop24.pl/photos/016068_hipp_tru_i_mal_z_jog_bb1.png
40|Akcesoria|Canpol Babies grzechotka piłeczka|6,99|1 szt|https://e-szop24.pl/photos/016272_canpol_bab_grz_pil.png
40|Toaleta|Bref WC with Fresh Pearls Pine Żel do toalet (zapas)|14,99|360 ml|https://e-szop24.pl/photos/019925_bref_zel_pin_for_360_bb1.png
40|Dla kota|Gourmet Gold Kawałki w sosie Pełnoporcjowa karma dla dorosłych kotów|8,60|340 g|https://e-szop24.pl/photos/030199_gourmet_gol_kaw_w_sos_pel_kar_bb1.png
40|Octy|Kamis Ocet Winny z Białego Wina|9,25|250 ml|https://e-szop24.pl/photos/013271_kamis_oce_win_z_bia_win_bb1.png
40|Artykuły do kąpieli|Adidas Dynamic Pulse 3 Żel pod prysznic do ciała włosów i twarzy|13,59|400 ml|https://e-szop24.pl/photos/027590_adizel_ppr_400_bb1.png
40|Do mycia naczyń|Fairy Orange&lemongrass płyn do naczyń|7,39|900 ml|https://e-szop24.pl/photos/017261_fairy_ora_ply_do_nac_bb1.png
40|Dżemy|Herbapol Powidła węgierkowe|5,20|290 g|https://e-szop24.pl/photos/020099_herbapol_pow_weg_bb1.png
40|Kawa mielona, Ziarnista|Prima Finezja kawa mielona|17,99|500 g|https://e-szop24.pl/photos/015251_prima_fin_kaw_mie_bb1.png
40|Środki czystości|Clin Windows & Glass Środek do czyszczenia okien z alkoholem|7,29|500 ml|https://e-szop24.pl/photos/026986_clin_win_gla_sro_do_czy_oki_z_bb1.png
40|Herbata|Ekland Napój herbaciany instant o smaku owoców leśnych z witaminą C|4,49|300 g|https://e-szop24.pl/photos/019065_ekland_nap_her_ins_o_sma_owo__bb1.png
40|Przetwory warzywne|Rolnik Buraki konserwowe tarte|2,60|370ml|https://e-szop24.pl/photos/011903_rolnik_bur_kon_tar_bb1.png
40|Przetwory warzywne|Rolnik Cebulka złocista|4,60|295 ml|https://e-szop24.pl/photos/011874_rolnik_ceb_zlo_bb1.png
40|Wędliny|Drobimex szynka delikatesowa z kurcząt|4,25|100 g|https://e-szop24.pl/photos/016535_drobimex_szy_del_z_kur_bb1.png
40|Napoje|Coca-Cola light, napój gazowany|3,99|1 L|https://e-szop24.pl/photos/010339_coca_col_lig_nap_gaz_bb1.png
40|Mleko|Gostyń Mleko zagęszczone niesłodzone light 4% tłuszczu|3,99|500g|https://e-szop24.pl/photos/010921_gostyn_mle_zag_nie_lig_4_tlu_bb1.png
40|Pielęgnacja twarzy|Nivea żel do mycia twarzy|17,20|150 ml|https://e-szop24.pl/photos/010620_nivea_zel_do_myc_twa_bb1.png
40|Mleko|Polmlek Łagodne Mleko lekkostrawne UHT 2%|3,75|1 L|https://e-szop24.pl/photos/024030_polmleko_uht_2_lag_1l_bb1.png
40|Czekolada, Kakao|Celiko Gumiś Napój kakaowy instant|6,20|500 g|https://e-szop24.pl/photos/023327_celiko_kak_gum_500_bb1.png
40|Sosy|Knorr Sos pieczeniowy w paście|65,95|1,2 kg|https://e-szop24.pl/photos/019788_knorr_sos_pie_w_pas_bb1.png
40|Owoce świeże|Grejpfrut czerwony|3,49|400 g|https://e-szop24.pl/photos/016768_grejpfrut_cze.png
40|Sosy|Knorr Esencja do sosu pieczeniowego jasnego (2 sztuki)|4,49|58 g|https://e-szop24.pl/photos/019762_knorr_ese_pie_bb1.png
40|Bombonierki|Wedel WedLove Czekoladki mleczne|12,99|117 g|https://e-szop24.pl/photos/019808_wedel_wed_cze_mle_bb1.png
40|Toaleta|Air Wick Life Scents Wkład do odświeżacza powietrza o zapachu domowego ciasta|16,99|19 ml|https://e-szop24.pl/photos/027149_air_wic_lif_sce_wkl_do_ods_po_bb1.png
40|Kostki rosołowe|Kucharek Rosół z kury|1,55|60 g|https://e-szop24.pl/photos/013313_kucharek_ros_z_kur_bb1.png
40|Wafle|Prince Polo Orzechowe|1,25|35 g|https://e-szop24.pl/photos/014265_prince_pol_orz_bb1.png
40|Przetwory owocowe|Rolnik Jagody w syropie|6,99|320 g|https://e-szop24.pl/photos/011788_rolnik_jag_w_syr.png
40|Ciastka|Krakuski Duelki Herbatniki posypane cukrem z czekoladą mleczną|4,99|181 g|https://e-szop24.pl/photos/023640_krakuski_due_her_pos_cuk_z_cz_bb1.png
40|Gumy i drażetki|Skawa Draże o smaku śmietankowym|1,49|70 g|https://e-szop24.pl/photos/020151_skawa_dra_o_sma_smi_bb1.png
40|Dla kota|Whiskas Adult z wołowiną|18,35|1,4kg|https://e-szop24.pl/photos/012442_whiskas_adu_z_wol_i_wat_bb1.png
40|Zupy|Pamapol Flaczki wołowe w rosole|7,99|500 g|https://e-szop24.pl/photos/016856_pamapol_fla_wol_w_ros_bb1.png
40|Przetwory rybne|Seko Koreczki śledziowe po meksykańsku|5,99|220 g|https://e-szop24.pl/photos/024949_seko_kor_sle_po_mek_bb1.png
40|Ketchup|Kotlin Ketchup łagodny|4,99|450 g|https://e-szop24.pl/photos/013166_kotlin_ket_lag_bb1.png
40|Koncentraty|Podravka Pomidory krojone klasyczne|3,99|390 g|https://e-szop24.pl/photos/020794_podpomidory_kro_390_bb1.png
40|Napoje|Tymbark napój niegazowany pomarańcza-brzoskwinia Aseptic|5,60|2 L|https://e-szop24.pl/photos/010266_tymbark_nap_nie_pom_brz_ase_bb1.png
40|Ciastka|Jeżyki Kokos najeżone bakaliami|4,80|140 g|https://e-szop24.pl/photos/023580_jezyki_kok_naj_bak_bb1.png
40|Wody|Perrier Woda gazowana czteropak|18,99|4x330ml|https://e-szop24.pl/photos/018032_perrier_wod_gaz_czt_bb1.png
40|Białe|Bułka kajzerka|0,49|1 szt|https://e-szop24.pl/photos/011445_bulka_kaj.png
40|Przetwory rybne|Lisner Śledzik na raz z cebulką|2,89|100 g|https://e-szop24.pl/photos/024987_lisner_sle_na_raz_z_ceb_bb1.png
40|Chipsy, Chrupki|Crunchips X-cut Papryka|5,99|150g|https://e-szop24.pl/photos/012260_crunchips_x_cut_pap_bb1.png
40|Artykuły kosmetyczne|Cleanic Aqua chusteczki odświeżające travel|7,35|40 szt|https://e-szop24.pl/photos/018412_cleanic_aqu_chu_ods_tra_bb1.png
40|Chipsy, Chrupki|Cheetos Chrupki kukurydziane o smaku serowo-ketchupowym|4,10|145 g|https://e-szop24.pl/photos/023439_cheetos_chr_kuk_o_sma_ser_ket_bb1.png
40|Wypieki|Delecta Sernik błyskawiczny jogurtowy|5,99|183 g|https://e-szop24.pl/photos/011575_delecta_ser_bly_jog_bb1.png
40|Konserwy, Pasztety|Krakus Wieprzowina w sosie własnym konserwa|7,99|300 g|https://e-szop24.pl/photos/019458_krakus_wie_w_sos_wla_kon_bb1.png
40|Majonez|Develey Sos kebab ostry|10,99|880 g|https://e-szop24.pl/photos/022099_develey_sos_keb_ost_bb1.png
40|Przetwory warzywne|Bonduelle Bonduelki Groszek ekstradrobny|3,10|212 ml|https://e-szop24.pl/photos/019994_bonduelle_bon_gro_eks_bb1.png
40|Dodatki do wypieków|Dr.Oetker Różyczki opłatki kolorowe|5,90|20 g|https://e-szop24.pl/photos/016972_droetker_roz_opl_kol_bb1.png
40|Konserwy, Pasztety|Profi Pasztet Dworski z królikiem|3,99|105 g|https://e-szop24.pl/photos/019267_profi_pas_dwo_z_kro_bb1.png
40|Makaron|Lubella Classic Makaron Spaghetti nr 4|3,79|500 g|https://e-szop24.pl/photos/013411_lubella_cla_mak_spa_nr_4_bb1.png
40|Kaszki, Kleiki|BoboVita kaszka mleczno-ryżowa o smaku waniliowym|9,30|230 g|https://e-szop24.pl/photos/015838_bobovita_kas_mle_ryz_o_sma_wa_bb1.png
40|Białe|Oskroba Królewski Chleb pszenno-żytni|2,79|400 g|https://e-szop24.pl/photos/020348_oskroba_kro_chl_psz_zyt_bb1.png
40|Mięso|Żołądki z kurcząt|8,99|900 g|https://e-szop24.pl/photos/016947_drobimex_zol_z_kur.png
40|Octy|Kamis Ocet Jabłkowy|7,95|250 ml|https://e-szop24.pl/photos/013273_kamis_oce_jab_bb1.png
40|Sosy|Knorr Sos sałatkowy Koperkowo-ziołowy|1,45|9 g|https://e-szop24.pl/photos/012975_knorr_sos_sal_kop_zio_bb1.png
40|Dla psa|Chappi z wołowiną drobiem i warzywami Karma pełnoporcjowa|69,95|13,5 kg|https://e-szop24.pl/photos/030090_chappi_wol_135_bb1.png
40|Galaretka|Cykoria Galaretka o smaku agrestowym|1,38|75 g|https://e-szop24.pl/photos/019706_cykoria_gal_o_sma_agr_bb1.png
40|Kosmetyki|Johnson's Baby łagodzący płyn do mycia ciała i włosów 3w1 Top To Toe|19,99|500 ml|https://e-szop24.pl/photos/017258_johnsons_bab_lag_ply_do_myc_c_bb1.png
40|Golenie, Depilacja|Gillette Mach3 Sensitive Pianka do golenia|11,60|250 ml|https://e-szop24.pl/photos/028556_gillette_mac_sen_pia_do_gol_bb1.png
40|Przetwory warzywne|Rolnik Bób konserwowy|4,99|400 g|https://e-szop24.pl/photos/020518_rolbob_kon_400_bb1.png
40|Olej, Oliwa|Kujawski Olej|4,99|0,5 L|https://e-szop24.pl/photos/013589_kujawski_ole_bb1.png
40|Dezodoranty|Nivea Antyperspirant Silver Protect dla mężczyzn|12,50|150 ml|https://e-szop24.pl/photos/016772_nivea_ant_sil_pro_dla_mez_bb1.png
40|Cukier|Diamant Cukier trzcinowy nierafinowany puder|5,20|300 g|https://e-szop24.pl/photos/021243_diamcukier_trz_300_bb1.png
40|Cukier|Diamant Cukier cynamonowy|3,99|200 g|https://e-szop24.pl/photos/013360_diamant_cuk_cyn_bb1.png
40|Napoje|Bobo Frut 100% Sok jabłko winogrona i jagody po 4 miesiącu|4,80|300 ml|https://e-szop24.pl/photos/022368_bobo_fru_100_sok_jab_win_i_ja_bb1.png
40|Dania mrożone|FRoSTA Szpinak z serem|8,40|300 g|https://e-szop24.pl/photos/025229_frosta_szp_z_ser_bb1.png
40|Pranie|E Koncentrat do płukania tkanin Welurowy Dotyk|19,99|2 L|https://e-szop24.pl/photos/018449_e_kon_do_plu_tka_wel_dot_bb1.png
40|Sery topione, Sery pleśniowe|Lazur Ser pleśniowy błękitny|4,99|100 g|https://e-szop24.pl/photos/016552_lazur_ser_pes_ble.png
40|Dezodoranty|Rexona Men Cobalt Dezodorant w sztyfcie|13,50|50 ml|https://e-szop24.pl/photos/010724_rexona_men_cob_dez_w_szt_bb1.png
40|Chemia|Jelp Fresh Do białego Hipoalergiczny proszek do prania|48,99|2,24 Kg|https://e-szop24.pl/photos/015682_jelp_fre_do_bia_hip_pro_do_pr_bb1.png
40|Śmietany, Śmietanki|Łaciata Śmietanka 18%|4,15|0,5L|https://e-szop24.pl/photos/011246_laciata_smi_18.png
40|Kasza|Halina Kasza gryczana prażona|4,99|4x100 g|https://e-szop24.pl/photos/021391_sawkasza_gry_4x1_bb1.png
40|Batony|Lion baton|1,25|42 g|https://e-szop24.pl/photos/014167_lion_bat_bb1.png
40|Przetwory warzywne|Rolnik Cebulka perłowa|4,60|295 g|https://e-szop24.pl/photos/011873_rolnik_ceb_per_bb1.png
40|Pranie|Ariel Professional Regular Proszek do prania (100 prań)|98,99|7,5 kg|https://e-szop24.pl/photos/026482_ariel_pro_reg_pro_do_pra_100__bb1.png
40|Pielęgnacja twarzy|Nivea Tonik łagodzący|16,99|200 ml|https://e-szop24.pl/photos/017645_nivea_ton_lag_bb1.png
40|Owoce suszone, Orzechy|Helio Śliwki suszone|8,80|200 g|https://e-szop24.pl/photos/019551_helio_slo_owo_sli_kal_bb1.png
40|Soki, Nektary|Caprio plus napój niegazowany jabłkowo-aroniowo-wiśniowy|4,35|2 L|https://e-szop24.pl/photos/010235_caprio_plu_nap_nie_jab_aro_wi_bb1.png
40|Musztarda|Społem Kielce Musztarda Kielecka Musztarda chrzanowa|2,59|190 g|https://e-szop24.pl/photos/022277_skmusztarda_kie_bb1.png
40|Twarogi, Serki kanapkowe|NaTurek Nasz Puszysty z rzodkiewką Serek twarogowy|3,99|140 g|https://e-szop24.pl/photos/024344_naturek_nas_pus_z_rzo_ser_twa_bb1.png
40|Pielęgnacja twarzy|AA Technologia Wieku 70+ Intensywne Odżywianie Krem intensywnie regenerujący 24H|26,49|50 ml|https://e-szop24.pl/photos/029046_aa_kre_70_int_50_bb1.png
40|Kiełbasy, Parówki|Tarczyński Parówki z szynki|5,99|220 g|https://e-szop24.pl/photos/018084_tarczynski_par_z_szy_bb1.png
40|Obiadki|HiPP BIO Zupka wiosenna z cielęciną po 5. miesiącu|7,20|190 g|https://e-szop24.pl/photos/022431_hipp_bio_zup_wio_z_cie_po_5_m_bb1.png
40|Przetwory owocowe|Dawtona Mus jabłkowy|4,99|720 g|https://e-szop24.pl/photos/020166_dawtona_mus_jab_bb1.png
40|Wypieki|Balviten Mufinki Balvbinki Mieszanka do wypieku ciasta|10,40|280 g|https://e-szop24.pl/photos/021835_balmufinki_z_kaw_bb1.png
40|Kiełbasy, Parówki|Masarnia u Józefa kiełbasa swojska z cielęciną|19,99|800 g|https://e-szop24.pl/photos/018092_masarnia_u_joz_kie_swo_z_cie.png
40|Deserki|BoboVita Deserek Jabłka ze słodką marchewką po 4 miesiącu|7,80|2x125g|https://e-szop24.pl/photos/019418_bobovita_des_jab_ze_slo_mar_p_bb1.png
40|Dodatki do wypieków|Dr. Oetker Motylki cukrowe|6,69|35 g|https://e-szop24.pl/photos/021812_dr_oet_mot_cuk_bb1.png
40|Konserwy, Pasztety|Krakus Pasztet z pieca|9,99|275 g|https://e-szop24.pl/photos/018418_krakus_pas_z_pie_bb1.png
40|Czekolady|Milka Raisin & Nut|3,99|100 g|https://e-szop24.pl/photos/013891_milka_rai_nut_bb1.png
40|Mydła|Carex Pure Blue Antybakteryjne mydło w płynie opakowanie uzupełniające|8,80|500 ml|https://e-szop24.pl/photos/027494_carex_plp_blu_zap_500_bb1.png
40|Wypieki|Henglein Ciasto na tartę|6,79|250 g|https://e-szop24.pl/photos/025117_henciasto_na_tar_250_bb1.png
40|Wody|Cisowianka woda lekko gazowana (zgrzewka)|14,99|12X0,5L|https://e-szop24.pl/photos/018969_cisowianka_wod_lek_gaz_zgr_bb1.png
40|Zęby|Bobini Pasta do zębów 1-6 lat|6,10|75 ml|https://e-szop24.pl/photos/028399_glopasta_bob_75m_bb1.png
40|Ciemne, z ziarnami|Mestemacher Chleb żytni pełnoziarnisty|4,99|500 g|https://e-szop24.pl/photos/011459_mestemacher_chl_zyt_pel_bb1.png
40|Kosmetyki|Nivea Baby Chusteczki Toddies|10,99|60 szt|https://e-szop24.pl/photos/015575_nivea_bab_chu_tod_bb1.png
40|Pielęgnacja twarzy|Bielenda Color Control 10 w 1 Innowacja Multifunkcyjny krem korygujący|26,49|175 ml|https://e-szop24.pl/photos/027865_biecc_10w_kre_kor_bb1.png
40|Higiena intymna|Bella Panty Soft|3,95|20 szt|https://e-szop24.pl/photos/010781_bella_pan_sof_bb1.png
40|Wędliny|Morliny Salami pepperoni|6,99|100 g|https://e-szop24.pl/photos/011699_morliny_sal_pep_bb1.png
40|Bezglutenowe|Balviten Piekarz Królewski wieloziarnisty mix Koncentrat do wypieku chleba|9,99|400 g|https://e-szop24.pl/photos/021539_balroyal_bak_wzi_bb1.png
40|Dodatki do wypieków|Dr.Oetker Proszek do pieczenia|1,10|30 g|https://e-szop24.pl/photos/011603_droetker_pro_do_pie_bb1.png
40|Sałatki|Lisner Salateria sałatka polska tradycyjna warzywna|3,85|250 g|https://e-szop24.pl/photos/016662_lisner_sal_sal_pol_tra_war_bb1.png
40|Ryby mrożone|Frosta Przysmak rybny z serem i ziołami|7,90|220 g|https://e-szop24.pl/photos/017223_frosta_prz_ryb_z_ser_i_zio_bb1.png
40|Makaron|Tao Tao Makaron ryżowy nitki|6,60|200 g|https://e-szop24.pl/photos/013446_tao_tao_mak_ryz_nit_bb1.png
40|Bombonierki|Wedel Czekoladki Chopin|43,99|263 g|https://e-szop24.pl/photos/014291_wedel_cze_cho_bb1.png
40|Golenie, Depilacja|Gillette Series Nawilżający żel do golenia|18,50|200 ml|https://e-szop24.pl/photos/016500_gillette_ser_naw_zel_do_gol_bb1.png
40|Przetwory warzywne|Dawtona Przecier pomidorowy|2,94|500 g|https://e-szop24.pl/photos/020209_dawtona_prz_pom_bb1.png
40|Pielęgnacja twarzy|Garnier Upiększający krem BB 5 w 1 skóra mieszana i tłusta cera jasna 40 ml|19,99|40 ml|https://e-szop24.pl/photos/019897_garnier_upi_kre_bb_5_w_1_sko__bb1.png
40|Czekolada, Kakao|La Festa Chocolatta classico, czekolada do picia|5,25|150 g|https://e-szop24.pl/photos/015283_la_fes_cho_cla_cze_do_pic_bb1.png
40|Dania|Pudliszki flaki wołowe w rosole|9,50|500 g|https://e-szop24.pl/photos/014561_pudliszki_fla_wol_w_ros_bb1.png
40|Soki, Nektary|Garden jabłko, napój niegazowany|4,59|2 L|https://e-szop24.pl/photos/010230_garden_jab_nap_nie_bb1.png
40|Ketchup|Pudliszki Pudliszek Ketchup dla dzieci|5,05|275 g|https://e-szop24.pl/photos/022085_pudliszki_pud_ket_dla_dzi_bb1.png
40|Herbata|Vitax Zioła pokrzywa|2,99|20X1,5 g|https://e-szop24.pl/photos/014773_vitax_zio_pok_bb1.png
40|Śmietany, Śmietanki|Zott Śmietana naturalna rozkosz 18%|1,75|180 g|https://e-szop24.pl/photos/011263_zott_smi_luk_18.png
40|Dania|Łowicz sos chiński|5,45|500 g|https://e-szop24.pl/photos/013047_lowicz_sos_chi_bb1.png
40|Herbata|Zas Herbata Garden Tea 100szt|13,49|200 g|https://e-szop24.pl/photos/000000_no_i.png
40|Masło, Margaryna, Smalec|Margaryna Delma do kanapek|2,99|500 g|https://e-szop24.pl/photos/013640_margaryna_del_do_kan_bb1.png
40|Przetwory rybne|Contimax Koreczki śledziowe kalifornijskie w klimacie śliwkowym|10,50|300 g|https://e-szop24.pl/photos/024940_conkoreczki_sle_bb1.png
40|Herbata|Big-Active Herbata czerwona Pu-erh cytrynowa ekspresowa|7,30|40 szt|https://e-szop24.pl/photos/015021_big_act_her_cze_pu_erh_cyt_ek_bb1.png
40|Ser żółty|Mlekovita Ser Gouda plastry|4,75|150 g|https://e-szop24.pl/photos/011281_mlekovita_ser_gou_pla_bb1.png
40|Kisiel|Dr.Oetker Słodka Chwila z kaw. owoców kisiel owoce leśne|1,45|31,5 g|https://e-szop24.pl/photos/014458_droetker_slo_chw_z_kaw_owo_ki_bb1.png
40|Kefir|Milko Kefir|1,79|330 ml|https://e-szop24.pl/photos/011201_milko_kef.png
40|Dodatki do wypieków|Dr.Oetker Śmietan-fix|1,25|9 g|https://e-szop24.pl/photos/011606_droetker_smi_fix_bb1.png
40|Majonez|Hellmann's majonez babuni|11,99|650 ml|https://e-szop24.pl/photos/013206_hellmanns_maj_bab_bb1.png
